MATNR,MAKTX,WERKS,LGORT,BUDAT,OPENING_STOCK,LABST,DEMAND,GR_QTY,GI_QTY,PLIFZ,MINBE,EISBE,LIFNR,NAME1,OPEN_PO_QTY,EINDT
100001,Bearing Assembly 50mm,1000,0001,2026-06-01,746.0,2100.0,270.0,1624.0,270.0,21,520.0,180.0,0000300001,Nordwind Industrieteile GmbH,,
100002,Hydraulic Pump HP-200,1000,0001,2024-01-01,420.0,307.0,113.0,0.0,113.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-02-01,307.0,175.0,132.0,0.0,132.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-03-01,175.0,402.0,133.0,360.0,133.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-04-01,402.0,261.0,141.0,0.0,141.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-05-01,261.0,466.0,155.0,360.0,155.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-06-01,466.0,304.0,162.0,0.0,162.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-07-01,304.0,120.0,184.0,0.0,184.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-08-01,120.0,289.0,191.0,360.0,191.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-09-01,289.0,455.0,194.0,360.0,194.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-10-01,455.0,256.0,199.0,0.0,199.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-11-01,256.0,421.0,195.0,360.0,195.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2024-12-01,421.0,197.0,224.0,0.0,224.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-01-01,197.0,322.0,235.0,360.0,235.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-02-01,322.0,84.0,238.0,0.0,238.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-03-01,84.0,200.0,244.0,360.0,244.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-04-01,200.0,287.0,273.0,360.0,273.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-05-01,287.0,377.0,270.0,360.0,270.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-06-01,377.0,105.0,272.0,0.0,272.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-07-01,105.0,174.0,291.0,360.0,291.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-08-01,174.0,257.0,277.0,360.0,277.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-09-01,257.0,331.0,286.0,360.0,286.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-10-01,331.0,34.0,297.0,0.0,297.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-11-01,34.0,74.0,320.0,360.0,320.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2025-12-01,74.0,93.0,341.0,360.0,341.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-01-01,93.0,120.0,333.0,360.0,333.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-02-01,120.0,121.0,359.0,360.0,359.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-03-01,121.0,136.0,345.0,360.0,345.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-04-01,136.0,131.0,365.0,360.0,365.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-05-01,131.0,107.0,384.0,360.0,384.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100002,Hydraulic Pump HP-200,1000,0001,2026-06-01,107.0,600.0,380.0,873.0,380.0,35,300.0,90.0,0000300019,Helvetia Flow Systems AG,,
100003,Steel Bracket A1,1000,0001,2024-01-01,900.0,600.0,300.0,0.0,300.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-02-01,600.0,275.0,325.0,0.0,325.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-03-01,275.0,866.0,309.0,900.0,309.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-04-01,866.0,561.0,305.0,0.0,305.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-05-01,561.0,272.0,289.0,0.0,289.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-06-01,272.0,886.0,286.0,900.0,286.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-07-01,886.0,579.0,307.0,0.0,307.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-08-01,579.0,296.0,283.0,0.0,283.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-09-01,296.0,917.0,279.0,900.0,279.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-10-01,917.0,620.0,297.0,0.0,297.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-11-01,620.0,328.0,292.0,0.0,292.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2024-12-01,328.0,912.0,316.0,900.0,316.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-01-01,912.0,616.0,296.0,0.0,296.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-02-01,616.0,300.0,316.0,0.0,316.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-03-01,300.0,906.0,294.0,900.0,294.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-04-01,906.0,610.0,296.0,0.0,296.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-05-01,610.0,327.0,283.0,0.0,283.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-06-01,327.0,912.0,315.0,900.0,315.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-07-01,912.0,621.0,291.0,0.0,291.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-08-01,621.0,331.0,290.0,0.0,290.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-09-01,331.0,947.0,284.0,900.0,284.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-10-01,947.0,654.0,293.0,0.0,293.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-11-01,654.0,353.0,301.0,0.0,301.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2025-12-01,353.0,975.0,278.0,900.0,278.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-01-01,975.0,687.0,288.0,0.0,288.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-02-01,687.0,377.0,310.0,0.0,310.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-03-01,377.0,974.0,303.0,900.0,303.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-04-01,974.0,677.0,297.0,0.0,297.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-05-01,677.0,394.0,283.0,0.0,283.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100003,Steel Bracket A1,1000,0001,2026-06-01,394.0,1500.0,290.0,1396.0,290.0,14,400.0,150.0,0000300007,Meridian Fasteners Ltd,,
100004,Gearbox Seal Kit,1000,0002,2024-01-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-02-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-03-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-04-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-05-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-06-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-07-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-08-01,135.0,135.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-09-01,135.0,79.0,56.0,0.0,56.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-10-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-11-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2024-12-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-01-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-02-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-03-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-04-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-05-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-06-01,79.0,79.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-07-01,79.0,14.0,65.0,0.0,65.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-08-01,14.0,149.0,0.0,135.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-09-01,149.0,149.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-10-01,149.0,149.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-11-01,149.0,149.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2025-12-01,149.0,149.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-01-01,149.0,149.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-02-01,149.0,103.0,46.0,0.0,46.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-03-01,103.0,103.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-04-01,103.0,103.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-05-01,103.0,103.0,0.0,0.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100004,Gearbox Seal Kit,1000,0002,2026-06-01,103.0,225.0,0.0,122.0,0.0,28,40.0,20.0,0000300004,Baltic Precision Components AB,,
100005,Control Valve CV-12,1000,0001,2024-01-01,630.0,425.0,205.0,0.0,205.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-02-01,425.0,224.0,201.0,0.0,201.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-03-01,224.0,639.0,215.0,630.0,215.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-04-01,639.0,418.0,221.0,0.0,221.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-05-01,418.0,208.0,210.0,0.0,210.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-06-01,208.0,648.0,190.0,630.0,190.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-07-01,648.0,461.0,187.0,0.0,187.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-08-01,461.0,259.0,202.0,0.0,202.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-09-01,259.0,684.0,205.0,630.0,205.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-10-01,684.0,470.0,214.0,0.0,214.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-11-01,470.0,259.0,211.0,0.0,211.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2024-12-01,259.0,694.0,195.0,630.0,195.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-01-01,694.0,501.0,193.0,0.0,193.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-02-01,501.0,300.0,201.0,0.0,201.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-03-01,300.0,88.0,212.0,0.0,212.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-04-01,88.0,512.0,206.0,630.0,206.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-05-01,512.0,310.0,202.0,0.0,202.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-06-01,310.0,87.0,223.0,0.0,223.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-07-01,87.0,512.0,205.0,630.0,205.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-08-01,512.0,300.0,212.0,0.0,212.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-09-01,300.0,86.0,214.0,0.0,214.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-10-01,86.0,486.0,230.0,630.0,230.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-11-01,486.0,278.0,208.0,0.0,208.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2025-12-01,278.0,57.0,221.0,0.0,221.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-01-01,57.0,471.0,216.0,630.0,216.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-02-01,471.0,268.0,203.0,0.0,203.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-03-01,268.0,46.0,222.0,0.0,222.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-04-01,46.0,464.0,212.0,630.0,212.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-05-01,464.0,251.0,213.0,0.0,213.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100005,Control Valve CV-12,1000,0001,2026-06-01,251.0,95.0,226.0,70.0,226.0,30,260.0,110.0,0000300012,Ravenna Metalworks S.p.A.,,
100006,Filter Cartridge FC-9,1000,0001,2024-01-01,270.0,188.0,82.0,0.0,82.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-02-01,188.0,95.0,93.0,0.0,93.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-03-01,95.0,271.0,94.0,270.0,94.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-04-01,271.0,180.0,91.0,0.0,91.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-05-01,180.0,83.0,97.0,0.0,97.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-06-01,83.0,263.0,90.0,270.0,90.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-07-01,263.0,169.0,94.0,0.0,94.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-08-01,169.0,84.0,85.0,0.0,85.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-09-01,84.0,268.0,86.0,270.0,86.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-10-01,268.0,179.0,89.0,0.0,89.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-11-01,179.0,80.0,99.0,0.0,99.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2024-12-01,80.0,255.0,95.0,270.0,95.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-01-01,255.0,158.0,97.0,0.0,97.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-02-01,158.0,70.0,88.0,0.0,88.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-03-01,70.0,250.0,90.0,270.0,90.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-04-01,250.0,167.0,83.0,0.0,83.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-05-01,167.0,73.0,94.0,0.0,94.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-06-01,73.0,255.0,88.0,270.0,88.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-07-01,255.0,162.0,93.0,0.0,93.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-08-01,162.0,78.0,84.0,0.0,84.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-09-01,78.0,263.0,85.0,270.0,85.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-10-01,263.0,174.0,89.0,0.0,89.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
100006,Filter Cartridge FC-9,1000,0001,2025-11-01,174.0,83.0,91.0,0.0,91.0,10,150.0,60.0,0000300007,Meridian Fasteners Ltd,,
